ts,rot,invx,invy,panx,pany,ks_h,ks_v,pin_x,pin_y,lead,opix,opix_exp,eol,starved,result,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y
1782670321,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,100,-100,100,100,100,-100,-100,-100
1782670322,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,100,-100,100,100,100,-100,-100,-100
1782670331,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,-100,-100,-100
1782670332,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,-100,-100,-100
1782670333,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,-100,-100,-100
1782670334,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,-100,-100,-100
1782670335,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,-100,-100,-100
1782670337,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,-100,-100,-100
1782670345,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11275,FULL,100,100,100,100,100,-100,-100,-100
1782670346,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11274,FULL,100,100,100,100,100,-100,-100,-100
1782670347,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11276,FULL,100,100,100,100,100,-100,-100,-100
1782670348,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11299,FULL,100,100,100,100,100,-100,-100,-100
1782670350,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11276,FULL,100,100,100,100,100,-100,-100,-100
1782670351,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11272,FULL,100,100,100,100,100,-100,-100,-100
1782670360,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,100,-100,-100
1782670361,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,100,-100,-100
1782670361,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,100,-100,-100
1782670363,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,100,-100,-100
1782670364,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,100,-100,-100
1782670365,0,4096,4096,0,0,0,0,0,0,24576,602679,2073600,314,29915,short,-100,-100,-100,-100,-100,100,-100,-100
1782670374,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,-100,100,-100,-100
1782670375,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,-100,100,-100,-100
1782670376,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,-100,100,-100,-100
1782670377,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,-100,100,-100,-100
1782670378,0,4096,4096,0,0,0,0,0,0,16384,640930,2073600,333,54184,short,100,-100,-100,-100,-100,100,-100,-100
1782670379,0,4096,4096,0,0,0,0,0,0,24576,640806,2073600,333,57575,short,100,-100,-100,-100,-100,100,-100,-100
1782670388,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,-100,100,-100,-100
1782670389,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,-100,100,-100,-100
1782670390,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,-100,100,-100,-100
1782670391,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,-100,100,-100,-100
1782670392,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,-100,100,-100,-100
1782670394,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,-100,100,-100,-100
1782670402,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11291,FULL,100,100,-100,-100,-100,100,-100,-100
1782670403,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11314,FULL,100,100,-100,-100,-100,100,-100,-100
1782670404,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11276,FULL,100,100,-100,-100,-100,100,-100,-100
1782670405,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11273,FULL,100,100,-100,-100,-100,100,-100,-100
1782670406,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11287,FULL,100,100,-100,-100,-100,100,-100,-100
1782670408,0,4096,4096,0,0,0,0,0,0,24576,423666,2073600,220,22486,short,100,100,-100,-100,-100,100,-100,-100
1782670417,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,-100,100,-100,-100
1782670417,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,-100,100,-100,-100
1782670418,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,-100,100,-100,-100
1782670419,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,-100,100,-100,-100
1782670421,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,-100,100,-100,-100
1782670422,0,4096,4096,0,0,0,0,0,0,24576,650402,2073600,339,46388,short,-100,-100,100,-100,-100,100,-100,-100
1782670431,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,100,-100,100,-100,-100,100,-100,-100
1782670432,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,100,-100,100,-100,-100,100,-100,-100
1782670433,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,100,-100,100,-100,-100,100,-100,-100
1782670434,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,100,-100,100,-100,-100,100,-100,-100
1782670435,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,100,-100,100,-100,-100,100,-100,-100
1782670436,0,4096,4096,0,0,0,0,0,0,24576,687381,2073600,357,7300,short,100,-100,100,-100,-100,100,-100,-100
1782670445,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,100,-100,-100,100,-100,-100
1782670446,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,100,-100,-100,100,-100,-100
1782670447,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,100,-100,-100,100,-100,-100
1782670448,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,100,-100,-100,100,-100,-100
1782670449,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,100,-100,-100,100,-100,-100
1782670450,0,4096,4096,0,0,0,0,0,0,24576,413231,2073600,216,33620,short,-100,100,100,-100,-100,100,-100,-100
1782670459,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11282,FULL,100,100,100,-100,-100,100,-100,-100
1782670460,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11278,FULL,100,100,100,-100,-100,100,-100,-100
1782670461,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11275,FULL,100,100,100,-100,-100,100,-100,-100
1782670462,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11276,FULL,100,100,100,-100,-100,100,-100,-100
1782670463,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11281,FULL,100,100,100,-100,-100,100,-100,-100
1782670465,0,4096,4096,0,0,0,0,0,0,24576,510747,2073600,266,61262,short,100,100,100,-100,-100,100,-100,-100
1782670473,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,-100,100,-100,-100
1782670474,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,-100,100,-100,-100
1782670475,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,-100,100,-100,-100
1782670476,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,-100,100,-100,-100
1782670477,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,-100,100,-100,-100
1782670479,0,4096,4096,0,0,0,0,0,0,24576,483833,2073600,252,32473,short,-100,-100,-100,100,-100,100,-100,-100
1782670488,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,100,-100,-100,100,-100,100,-100,-100
1782670488,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,100,-100,-100,100,-100,100,-100,-100
1782670489,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,100,-100,-100,100,-100,100,-100,-100
1782670490,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,100,-100,-100,100,-100,100,-100,-100
1782670492,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,100,-100,-100,100,-100,100,-100,-100
1782670493,0,4096,4096,0,0,0,0,0,0,24576,495582,2073600,258,16834,short,100,-100,-100,100,-100,100,-100,-100
1782670502,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,-100,100,-100,100,-100,-100
1782670503,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,-100,100,-100,100,-100,-100
1782670504,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,-100,100,-100,100,-100,-100
1782670505,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,-100,100,-100,100,-100,-100
1782670506,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,-100,100,-100,100,-100,-100
1782670507,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,100,-100,100,-100,100,-100,-100
1782670516,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11275,FULL,100,100,-100,100,-100,100,-100,-100
1782670517,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11279,FULL,100,100,-100,100,-100,100,-100,-100
1782670518,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11289,FULL,100,100,-100,100,-100,100,-100,-100
1782670519,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11277,FULL,100,100,-100,100,-100,100,-100,-100
1782670520,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11279,FULL,100,100,-100,100,-100,100,-100,-100
1782670521,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,0,FULL,100,100,-100,100,-100,100,-100,-100
1782670530,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,100,100,-100,100,-100,-100
1782670531,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,100,100,-100,100,-100,-100
1782670532,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,100,100,-100,100,-100,-100
1782670533,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,100,100,-100,100,-100,-100
1782670534,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,-100,100,100,-100,100,-100,-100
1782670536,0,4096,4096,0,0,0,0,0,0,24576,503033,2073600,261,11541,short,-100,-100,100,100,-100,100,-100,-100
1782670544,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,100,-100,100,100,-100,100,-100,-100
1782670545,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,100,-100,100,100,-100,100,-100,-100
1782670546,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,100,-100,100,100,-100,100,-100,-100
1782670547,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,100,-100,100,100,-100,100,-100,-100
1782670548,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,100,-100,100,100,-100,100,-100,-100
1782670550,0,4096,4096,0,0,0,0,0,0,24576,590082,2073600,307,51671,short,100,-100,100,100,-100,100,-100,-100
1782670559,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,100,100,-100,100,-100,-100
1782670560,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,100,100,-100,100,-100,-100
1782670561,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,100,100,-100,100,-100,-100
1782670562,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,100,100,-100,100,-100,-100
1782670563,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,100,100,-100,100,-100,-100
1782670564,0,4096,4096,0,0,0,0,0,0,24576,352744,2073600,183,31992,short,-100,100,100,100,-100,100,-100,-100
1782670573,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11278,FULL,100,100,100,100,-100,100,-100,-100
1782670574,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11302,FULL,100,100,100,100,-100,100,-100,-100
1782670575,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11284,FULL,100,100,100,100,-100,100,-100,-100
1782670576,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11274,FULL,100,100,100,100,-100,100,-100,-100
1782670577,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11278,FULL,100,100,100,100,-100,100,-100,-100
1782670578,0,4096,4096,0,0,0,0,0,0,24576,377005,2073600,196,2522,short,100,100,100,100,-100,100,-100,-100
1782670587,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,100,100,-100,-100
1782670588,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,100,100,-100,-100
1782670589,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,100,100,-100,-100
1782670590,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,100,100,-100,-100
1782670591,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,100,100,-100,-100
1782670592,0,4096,4096,0,0,0,0,0,0,24576,603882,2073600,314,27159,short,-100,-100,-100,-100,100,100,-100,-100
1782670601,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,100,100,-100,-100
1782670602,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,100,100,-100,-100
1782670603,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,100,100,-100,-100
1782670604,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,100,100,-100,-100
1782670605,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,100,100,-100,-100
1782670607,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,100,-100,-100,-100,100,100,-100,-100
1782670615,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,100,100,-100,-100
1782670616,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,100,100,-100,-100
1782670617,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,100,100,-100,-100
1782670618,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,100,100,-100,-100
1782670620,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,-100,-100,100,100,-100,-100
1782670621,0,4096,4096,0,0,0,0,0,0,24576,401663,2073600,209,48960,short,-100,100,-100,-100,100,100,-100,-100
1782670630,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11281,FULL,100,100,-100,-100,100,100,-100,-100
1782670631,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11279,FULL,100,100,-100,-100,100,100,-100,-100
1782670632,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11275,FULL,100,100,-100,-100,100,100,-100,-100
1782670633,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11284,FULL,100,100,-100,-100,100,100,-100,-100
1782670634,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11282,FULL,100,100,-100,-100,100,100,-100,-100
1782670635,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11282,FULL,100,100,-100,-100,100,100,-100,-100
1782670644,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,100,100,-100,-100
1782670645,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,100,100,-100,-100
1782670646,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,100,100,-100,-100
1782670647,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,100,100,-100,-100
1782670648,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,100,100,-100,-100
1782670649,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,-100,100,-100,100,100,-100,-100
1782670658,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,100,-100,100,-100,100,100,-100,-100
1782670659,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,100,-100,100,-100,100,100,-100,-100
1782670660,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,100,-100,100,-100,100,100,-100,-100
1782670661,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,100,-100,100,-100,100,100,-100,-100
1782670662,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,100,-100,100,-100,100,100,-100,-100
1782670664,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,100,-100,100,-100,100,100,-100,-100
1782670672,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,100,-100,100,100,-100,-100
1782670673,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,100,-100,100,100,-100,-100
1782670674,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,100,-100,100,100,-100,-100
1782670675,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,100,-100,100,100,-100,-100
1782670676,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,100,-100,100,100,-100,-100
1782670678,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,100,100,-100,100,100,-100,-100
1782670687,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11471,FULL,100,100,100,-100,100,100,-100,-100
1782670687,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11496,FULL,100,100,100,-100,100,100,-100,-100
1782670688,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11500,FULL,100,100,100,-100,100,100,-100,-100
1782670690,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11479,FULL,100,100,100,-100,100,100,-100,-100
1782670691,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11484,FULL,100,100,100,-100,100,100,-100,-100
1782670692,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11497,FULL,100,100,100,-100,100,100,-100,-100
1782670701,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,100,100,-100,-100
1782670702,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,100,100,-100,-100
1782670703,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,100,100,-100,-100
1782670704,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,100,100,-100,-100
1782670705,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,100,100,-100,-100
1782670706,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,-100,-100,100,100,100,-100,-100
1782670715,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,100,-100,-100,100,100,100,-100,-100
1782670716,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,100,-100,-100,100,100,100,-100,-100
1782670717,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,100,-100,-100,100,100,100,-100,-100
1782670718,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,100,-100,-100,100,100,100,-100,-100
1782670719,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,100,-100,-100,100,100,100,-100,-100
1782670720,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,0,FULL,100,-100,-100,100,100,100,-100,-100
1782670729,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,-100,100,100,100,-100,-100
1782670730,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,-100,100,100,100,-100,-100
1782670731,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,-100,100,100,100,-100,-100
1782670732,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,-100,100,100,100,-100,-100
1782670733,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,-100,100,100,100,-100,-100
1782670735,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,100,-100,100,100,100,-100,-100
1782670743,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11700,FULL,100,100,-100,100,100,100,-100,-100
1782670744,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11680,FULL,100,100,-100,100,100,100,-100,-100
1782670745,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11676,FULL,100,100,-100,100,100,100,-100,-100
1782670746,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11735,FULL,100,100,-100,100,100,100,-100,-100
1782670747,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11663,FULL,100,100,-100,100,100,100,-100,-100
1782670749,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11673,FULL,100,100,-100,100,100,100,-100,-100
1782670758,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,100,100,100,100,-100,-100
1782670759,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,100,100,100,100,-100,-100
1782670759,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,100,100,100,100,-100,-100
1782670761,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,100,100,100,100,-100,-100
1782670762,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,-100,100,100,100,100,-100,-100
1782670763,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,-100,100,100,100,100,-100,-100
1782670772,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,100,-100,100,100,100,100,-100,-100
1782670773,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,100,-100,100,100,100,100,-100,-100
1782670774,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,100,-100,100,100,100,100,-100,-100
1782670775,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,100,-100,100,100,100,100,-100,-100
1782670776,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,100,-100,100,100,100,100,-100,-100
1782670777,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,0,FULL,100,-100,100,100,100,100,-100,-100
1782670786,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,100,-100,-100
1782670787,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,100,-100,-100
1782670788,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,100,-100,-100
1782670789,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,100,-100,-100
1782670790,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,100,-100,-100
1782670791,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-100,100,100,100,100,100,-100,-100
1782670800,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11303,FULL,100,100,100,100,100,100,-100,-100
1782670801,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11280,FULL,100,100,100,100,100,100,-100,-100
1782670802,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11282,FULL,100,100,100,100,100,100,-100,-100
1782670803,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11278,FULL,100,100,100,100,100,100,-100,-100
1782670804,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11318,FULL,100,100,100,100,100,100,-100,-100
1782670806,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11282,FULL,100,100,100,100,100,100,-100,-100
1782670814,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,-100,100,-100
1782670815,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,-100,100,-100
1782670816,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,-100,100,-100
1782670817,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-100,-100,-100,-100,-100,-100,100,-100
