ts,rot,invx,invy,panx,pany,ks_h,ks_v,pin_x,pin_y,lead,opix,opix_exp,eol,starved,result,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y,scale_pct
1782687350,0,4096,4096,0,0,0,0,0,0,24576,203352,2073600,106,65040,short,0,0,-200,200,0,0,200,200,100
1782687358,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11278,FULL,0,0,200,200,0,0,200,200,100
1782687359,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11285,FULL,0,0,200,200,0,0,200,200,100
1782687360,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11281,FULL,0,0,200,200,0,0,200,200,100
1782687361,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11293,FULL,0,0,200,200,0,0,200,200,100
1782687362,0,4096,4096,0,0,0,0,0,0,16384,236115,2073600,123,31152,short,0,0,200,200,0,0,200,200,100
1782687363,0,4096,4096,0,0,0,0,0,0,24576,236242,2073600,123,31798,short,0,0,200,200,0,0,200,200,100
1782687371,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,-200,0,0,-200,-200,0,0,100
1782687372,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,-200,0,0,-200,-200,0,0,100
1782687373,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,-200,0,0,-200,-200,0,0,100
1782687374,0,4096,4096,0,0,0,0,0,0,12288,436261,2073600,227,19070,short,-200,-200,0,0,-200,-200,0,0,100
1782687375,0,4096,4096,0,0,0,0,0,0,16384,436306,2073600,227,19941,short,-200,-200,0,0,-200,-200,0,0,100
1782687376,0,4096,4096,0,0,0,0,0,0,24576,436205,2073600,227,17085,short,-200,-200,0,0,-200,-200,0,0,100
1782687384,0,4096,4096,0,0,0,0,0,0,4096,398114,2073600,207,55804,short,200,-200,0,0,-200,-200,0,0,100
1782687385,0,4096,4096,0,0,0,0,0,0,6144,398185,2073600,207,54441,short,200,-200,0,0,-200,-200,0,0,100
1782687386,0,4096,4096,0,0,0,0,0,0,8192,398150,2073600,207,55338,short,200,-200,0,0,-200,-200,0,0,100
1782687387,0,4096,4096,0,0,0,0,0,0,12288,398161,2073600,207,54438,short,200,-200,0,0,-200,-200,0,0,100
1782687388,0,4096,4096,0,0,0,0,0,0,16384,398306,2073600,207,53001,short,200,-200,0,0,-200,-200,0,0,100
1782687390,0,4096,4096,0,0,0,0,0,0,24576,398150,2073600,207,54728,short,200,-200,0,0,-200,-200,0,0,100
1782687397,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,-200,0,0,100
1782687397,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,-200,0,0,100
1782687398,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,-200,0,0,100
1782687399,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,-200,0,0,100
1782687400,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,200,0,0,-200,-200,0,0,100
1782687402,0,4096,4096,0,0,0,0,0,0,16384,218207,2073600,113,45759,short,-200,200,0,0,-200,-200,0,0,100
1782687403,0,4096,4096,0,0,0,0,0,0,24576,218111,2073600,113,45979,short,-200,200,0,0,-200,-200,0,0,100
1782687411,0,4096,4096,0,0,0,0,0,0,4096,237915,2073600,124,27508,short,200,200,0,0,-200,-200,0,0,100
1782687411,0,4096,4096,0,0,0,0,0,0,6144,238156,2073600,124,23636,short,200,200,0,0,-200,-200,0,0,100
1782687412,0,4096,4096,0,0,0,0,0,0,8192,237914,2073600,125,23485,short,200,200,0,0,-200,-200,0,0,100
1782687413,0,4096,4096,0,0,0,0,0,0,12288,237965,2073600,124,32629,short,200,200,0,0,-200,-200,0,0,100
1782687415,0,4096,4096,0,0,0,0,0,0,16384,237915,2073600,124,24128,short,200,200,0,0,-200,-200,0,0,100
1782687416,0,4096,4096,0,0,0,0,0,0,24576,237902,2073600,124,24266,short,200,200,0,0,-200,-200,0,0,100
1782687424,0,4096,4096,0,0,0,0,0,0,4096,442554,2073600,230,14060,short,-200,-200,0,0,200,-200,0,0,100
1782687425,0,4096,4096,0,0,0,0,0,0,6144,442613,2073600,230,17639,short,-200,-200,0,0,200,-200,0,0,100
1782687426,0,4096,4096,0,0,0,0,0,0,8192,442627,2073600,231,17690,short,-200,-200,0,0,200,-200,0,0,100
1782687427,0,4096,4096,0,0,0,0,0,0,12288,442642,2073600,231,19525,short,-200,-200,0,0,200,-200,0,0,100
1782687428,0,4096,4096,0,0,0,0,0,0,16384,442627,2073600,231,14184,short,-200,-200,0,0,200,-200,0,0,100
1782687429,0,4096,4096,0,0,0,0,0,0,24576,442598,2073600,230,17298,short,-200,-200,0,0,200,-200,0,0,100
1782687437,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,-200,0,0,100
1782687438,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,-200,0,0,100
1782687439,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,-200,0,0,100
1782687440,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,-200,0,0,100
1782687441,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,-200,0,0,100
1782687442,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,-200,0,0,100
1782687450,0,4096,4096,0,0,0,0,0,0,4096,215392,2073600,112,52865,short,-200,200,0,0,200,-200,0,0,100
1782687451,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,200,0,0,200,-200,0,0,100
1782687452,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,200,0,0,200,-200,0,0,100
1782687453,0,4096,4096,0,0,0,0,0,0,12288,214981,2073600,112,52733,short,-200,200,0,0,200,-200,0,0,100
1782687454,0,4096,4096,0,0,0,0,0,0,16384,215024,2073600,113,35244,short,-200,200,0,0,200,-200,0,0,100
1782687456,0,4096,4096,0,0,0,0,0,0,24576,215011,2073600,112,51343,short,-200,200,0,0,200,-200,0,0,100
1782687463,0,4096,4096,0,0,0,0,0,0,4096,230039,2073600,120,34430,short,200,200,0,0,200,-200,0,0,100
1782687464,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11473,FULL,200,200,0,0,200,-200,0,0,100
1782687465,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11464,FULL,200,200,0,0,200,-200,0,0,100
1782687466,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11490,FULL,200,200,0,0,200,-200,0,0,100
1782687467,0,4096,4096,0,0,0,0,0,0,16384,230039,2073600,120,33427,short,200,200,0,0,200,-200,0,0,100
1782687469,0,4096,4096,0,0,0,0,0,0,24576,230034,2073600,120,32783,short,200,200,0,0,200,-200,0,0,100
1782687477,0,4096,4096,0,0,0,0,0,0,4096,436217,2073600,227,15297,short,-200,-200,0,0,-200,200,0,0,100
1782687477,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,-200,0,0,-200,200,0,0,100
1782687478,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,-200,0,0,-200,200,0,0,100
1782687479,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,-200,0,0,-200,200,0,0,100
1782687481,0,4096,4096,0,0,0,0,0,0,16384,436280,2073600,227,14799,short,-200,-200,0,0,-200,200,0,0,100
