ts,rot,invx,invy,panx,pany,ks_h,ks_v,pin_x,pin_y,lead,opix,opix_exp,eol,starved,result,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y,scale_pct
1782676187,0,4096,4096,0,0,0,0,0,0,16384,662742,2073600,345,41735,short,200,-200,200,200,-200,-200,-200,-200,100
1782676189,0,4096,4096,0,0,0,0,0,0,24576,1565703,2073600,815,16133,short,200,-200,200,200,-200,-200,-200,-200,100
1782676197,0,4096,4096,0,0,0,0,0,0,4096,613172,2073600,319,27796,short,-200,200,200,200,-200,-200,-200,-200,100
1782676198,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,200,200,200,-200,-200,-200,-200,100
1782676199,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,200,200,200,-200,-200,-200,-200,100
1782676200,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,200,200,200,-200,-200,-200,-200,100
1782676201,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-200,200,200,200,-200,-200,-200,-200,100
1782676203,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-200,200,200,200,-200,-200,-200,-200,100
1782676212,0,4096,4096,0,0,0,0,0,0,4096,637789,2073600,332,64839,short,200,200,200,200,-200,-200,-200,-200,100
1782676213,0,4096,4096,0,0,0,0,0,0,6144,637948,2073600,332,1701,short,200,200,200,200,-200,-200,-200,-200,100
1782676214,0,4096,4096,0,0,0,0,0,0,8192,637744,2073600,332,1653,short,200,200,200,200,-200,-200,-200,-200,100
1782676215,0,4096,4096,0,0,0,0,0,0,12288,637877,2073600,332,2075,short,200,200,200,200,-200,-200,-200,-200,100
1782676216,0,4096,4096,0,0,0,0,0,0,16384,637767,2073600,332,5626,short,200,200,200,200,-200,-200,-200,-200,100
1782676217,0,4096,4096,0,0,0,0,0,0,24576,637744,2073600,332,2835,short,200,200,200,200,-200,-200,-200,-200,100
1782676226,0,4096,4096,0,0,0,0,0,0,4096,858965,2073600,447,27310,short,-200,-200,-200,-200,200,-200,-200,-200,100
1782676227,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,-200,-200,-200,200,-200,-200,-200,100
1782676228,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,-200,-200,-200,200,-200,-200,-200,100
1782676229,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,-200,-200,-200,200,-200,-200,-200,100
1782676230,0,4096,4096,0,0,0,0,0,0,16384,858989,2073600,447,27307,short,-200,-200,-200,-200,200,-200,-200,-200,100
1782676231,0,4096,4096,0,0,0,0,0,0,24576,859022,2073600,447,25369,short,-200,-200,-200,-200,200,-200,-200,-200,100
1782676240,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,200,-200,-200,-200,200,-200,-200,-200,100
1782676241,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,200,-200,-200,-200,200,-200,-200,-200,100
1782676242,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,200,-200,-200,-200,200,-200,-200,-200,100
1782676243,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,200,-200,-200,-200,200,-200,-200,-200,100
1782676244,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,200,-200,-200,-200,200,-200,-200,-200,100
1782676245,0,4096,4096,0,0,0,0,0,0,24576,966633,2073600,504,48617,short,200,-200,-200,-200,200,-200,-200,-200,100
1782676254,0,4096,4096,0,0,0,0,0,0,4096,377693,2073600,197,36306,short,-200,200,-200,-200,200,-200,-200,-200,100
1782676255,0,4096,4096,0,0,0,0,0,0,6144,377733,2073600,197,41276,short,-200,200,-200,-200,200,-200,-200,-200,100
1782676256,0,4096,4096,0,0,0,0,0,0,8192,377686,2073600,197,41675,short,-200,200,-200,-200,200,-200,-200,-200,100
1782676257,0,4096,4096,0,0,0,0,0,0,12288,378296,2073600,197,42288,short,-200,200,-200,-200,200,-200,-200,-200,100
1782676258,0,4096,4096,0,0,0,0,0,0,16384,377706,2073600,197,40632,short,-200,200,-200,-200,200,-200,-200,-200,100
1782676260,0,4096,4096,0,0,0,0,0,0,24576,378925,2073600,197,36073,short,-200,200,-200,-200,200,-200,-200,-200,100
1782676267,0,4096,4096,0,0,0,0,0,0,4096,464113,2073600,241,64207,short,200,200,-200,-200,200,-200,-200,-200,100
1782676268,0,4096,4096,0,0,0,0,0,0,6144,463988,2073600,241,923,short,200,200,-200,-200,200,-200,-200,-200,100
1782676269,0,4096,4096,0,0,0,0,0,0,8192,464022,2073600,242,3876,short,200,200,-200,-200,200,-200,-200,-200,100
1782676270,0,4096,4096,0,0,0,0,0,0,12288,463935,2073600,241,4675,short,200,200,-200,-200,200,-200,-200,-200,100
1782676272,0,4096,4096,0,0,0,0,0,0,16384,463857,2073600,241,5762,short,200,200,-200,-200,200,-200,-200,-200,100
1782676273,0,4096,4096,0,0,0,0,0,0,24576,463867,2073600,241,1902,short,200,200,-200,-200,200,-200,-200,-200,100
1782676274,0,4096,4096,0,0,0,0,0,0,4096,463985,2073600,241,3908,short,200,200,-200,-200,200,-200,-200,-200,100
1782676275,0,4096,4096,0,0,0,0,0,0,6144,463867,2073600,241,225,short,200,200,-200,-200,200,-200,-200,-200,100
1782676276,0,4096,4096,0,0,0,0,0,0,8192,463903,2073600,241,3829,short,200,200,-200,-200,200,-200,-200,-200,100
1782676277,0,4096,4096,0,0,0,0,0,0,12288,463902,2073600,241,968,short,200,200,-200,-200,200,-200,-200,-200,100
1782676278,0,4096,4096,0,0,0,0,0,0,16384,463966,2073600,241,1617,short,200,200,-200,-200,200,-200,-200,-200,100
1782676279,0,4096,4096,0,0,0,0,0,0,24576,463902,2073600,241,2692,short,200,200,-200,-200,200,-200,-200,-200,100
1782676283,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,-200,200,-200,200,-200,-200,-200,100
1782676284,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,-200,200,-200,200,-200,-200,-200,100
1782676285,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,-200,200,-200,200,-200,-200,-200,100
1782676286,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,-200,200,-200,200,-200,-200,-200,100
1782676287,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-200,-200,200,-200,200,-200,-200,-200,100
1782676288,0,4096,4096,0,0,0,0,0,0,24576,1302229,2073600,678,28098,short,-200,-200,200,-200,200,-200,-200,-200,100
1782676297,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,200,-200,200,-200,200,-200,-200,-200,100
