ts,rot,invx,invy,panx,pany,ks_h,ks_v,pin_x,pin_y,lead,opix,opix_exp,eol,starved,result,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y,scale_pct
1782691778,0,4096,4096,0,0,0,0,25,25,8192,245902,2073600,128,10751,short,0,0,0,0,0,0,0,0,100
1782691779,0,4096,4096,0,0,0,0,25,25,12288,245794,2073600,128,12479,short,0,0,0,0,0,0,0,0,100
1782691780,0,4096,4096,0,0,0,0,25,25,16384,245975,2073600,129,12744,short,0,0,0,0,0,0,0,0,100
1782691781,0,4096,4096,0,0,0,0,25,25,24576,245844,2073600,128,10999,short,0,0,0,0,0,0,0,0,100
1782691789,0,4096,4096,0,0,0,0,50,50,4096,265813,2073600,138,59487,short,0,0,0,0,0,0,0,0,100
1782691790,0,4096,4096,0,0,0,0,50,50,6144,265767,2073600,138,58135,short,0,0,0,0,0,0,0,0,100
1782691791,0,4096,4096,0,0,0,0,50,50,8192,2073600,2073600,1080,11491,FULL,0,0,0,0,0,0,0,0,100
1782691792,0,4096,4096,0,0,0,0,50,50,12288,265675,2073600,138,56992,short,0,0,0,0,0,0,0,0,100
1782691793,0,4096,4096,0,0,0,0,50,50,16384,265783,2073600,138,60224,short,0,0,0,0,0,0,0,0,100
1782691794,0,4096,4096,0,0,0,0,50,50,24576,265985,2073600,139,57477,short,0,0,0,0,0,0,0,0,100
1782691802,0,4096,4096,0,0,0,0,75,75,4096,272374,2073600,142,50794,short,0,0,0,0,0,0,0,0,100
1782691803,0,4096,4096,0,0,0,0,75,75,6144,272423,2073600,142,51135,short,0,0,0,0,0,0,0,0,100
1782691804,0,4096,4096,0,0,0,0,75,75,8192,272358,2073600,142,51908,short,0,0,0,0,0,0,0,0,100
1782691805,0,4096,4096,0,0,0,0,75,75,12288,272294,2073600,142,48750,short,0,0,0,0,0,0,0,0,100
1782691806,0,4096,4096,0,0,0,0,75,75,16384,272326,2073600,142,51228,short,0,0,0,0,0,0,0,0,100
1782691807,0,4096,4096,0,0,0,0,75,75,24576,272358,2073600,142,50385,short,0,0,0,0,0,0,0,0,100
